name,date
person_385822|blah-blah-blah|2000-01-09,2008-01-01
person_667000|blah-blah-blah|2000-01-11,2010-01-01
person_919180|blah-blah-blah|2000-01-11,2010-01-01
person_610428|blah-blah-blah|2000-01-17,2016-01-01
person_916430|blah-blah-blah|2000-01-18,2017-01-01
person_481348|blah-blah-blah|2000-01-16,2015-01-01
person_376769|blah-blah-blah|2000-01-14,2013-01-01
person_759723|blah-blah-blah|2000-01-16,2015-01-01
person_943164|blah-blah-blah|2000-01-18,2017-01-01
person_968353|blah-blah-blah|2000-01-23,2022-01-01
person_5750|blah-blah-blah|2000-01-17,2016-01-01
person_704667|blah-blah-blah|2000-01-18,2017-01-01
person_432709|blah-blah-blah|2000-01-16,2015-01-01
person_783127|blah-blah-blah|2000-01-22,2021-01-01
person_782059|blah-blah-blah|2000-01-26,2025-01-01
person_912713|blah-blah-blah|2000-01-24,2023-01-01
person_36252|blah-blah-blah|2000-01-23,2022-01-01
person_375169|blah-blah-blah|2000-01-23,2022-01-01
person_716832|blah-blah-blah|2000-01-22,2021-01-01
person_256897|blah-blah-blah|2000-01-20,2019-01-01
person_517100|blah-blah-blah|2000-01-23,2022-01-01
person_605662|blah-blah-blah|2000-01-23,2022-01-01
person_321347|blah-blah-blah|2000-01-26,2025-01-01
person_584773|blah-blah-blah|2000-01-26,2025-01-01
person_594687|blah-blah-blah|2000-01-24,2023-01-01
person_566756|blah-blah-blah|2000-01-27,2026-01-01
person_472146|blah-blah-blah|2000-01-28,2027-01-01
person_485624|blah-blah-blah|2000-01-29,2028-01-01
person_269202|blah-blah-blah|2000-01-25,2024-01-01
person_460820|blah-blah-blah|2000-01-30,2029-01-01
person_327688|blah-blah-blah|2000-01-28,2027-01-01
person_227984|blah-blah-blah|2000-01-24,2023-01-01
person_118259|blah-blah-blah|2000-02-01,2031-01-01
person_355315|blah-blah-blah|2000-01-29,2028-01-01
person_336867|blah-blah-blah|2000-01-28,2027-01-01
person_700107|blah-blah-blah|2000-02-01,2031-01-01
person_231776|blah-blah-blah|2000-01-28,2027-01-01
person_276770|blah-blah-blah|2000-02-03,2033-01-01
person_331560|blah-blah-blah|2000-01-30,2029-01-01
person_169442|blah-blah-blah|2000-01-31,2030-01-01
person_313757|blah-blah-blah|2000-01-25,2024-01-01
person_467655|blah-blah-blah|2000-01-29,2028-01-01
person_80439|blah-blah-blah|2000-01-28,2027-01-01
person_795270|blah-blah-blah|2000-02-03,2033-01-01
person_411846|blah-blah-blah|2000-01-30,2029-01-01
person_582513|blah-blah-blah|2000-02-02,2032-01-01
person_641207|blah-blah-blah|2000-02-01,2031-01-01
person_752707|blah-blah-blah|2000-02-02,2032-01-01
person_853423|blah-blah-blah|2000-02-03,2033-01-01
person_323955|blah-blah-blah|2000-02-03,2033-01-01
