name,date
person_141405|blah-blah-blah|2000-01-09,2008-01-01
person_668711|blah-blah-blah|2000-01-09,2008-01-01
person_810274|blah-blah-blah|2000-01-11,2010-01-01
person_4063|blah-blah-blah|2000-01-08,2007-01-01
person_286000|blah-blah-blah|2000-01-10,2009-01-01
person_900492|blah-blah-blah|2000-01-14,2013-01-01
person_9377|blah-blah-blah|2000-01-14,2013-01-01
person_853645|blah-blah-blah|2000-01-13,2012-01-01
person_963705|blah-blah-blah|2000-01-16,2015-01-01
person_866025|blah-blah-blah|2000-01-15,2014-01-01
person_664610|blah-blah-blah|2000-01-12,2011-01-01
person_962969|blah-blah-blah|2000-01-20,2019-01-01
person_406110|blah-blah-blah|2000-01-15,2014-01-01
person_764989|blah-blah-blah|2000-01-20,2019-01-01
person_656065|blah-blah-blah|2000-01-15,2014-01-01
person_543980|blah-blah-blah|2000-01-17,2016-01-01
person_119789|blah-blah-blah|2000-01-17,2016-01-01
person_241541|blah-blah-blah|2000-01-19,2018-01-01
person_823589|blah-blah-blah|2000-01-24,2023-01-01
person_782741|blah-blah-blah|2000-01-17,2016-01-01
person_739621|blah-blah-blah|2000-01-19,2018-01-01
person_112777|blah-blah-blah|2000-01-22,2021-01-01
person_343036|blah-blah-blah|2000-01-19,2018-01-01
person_382550|blah-blah-blah|2000-01-22,2021-01-01
person_977970|blah-blah-blah|2000-01-20,2019-01-01
person_96408|blah-blah-blah|2000-01-22,2021-01-01
person_181614|blah-blah-blah|2000-01-24,2023-01-01
person_719944|blah-blah-blah|2000-01-20,2019-01-01
person_839201|blah-blah-blah|2000-01-17,2016-01-01
person_300482|blah-blah-blah|2000-01-23,2022-01-01
person_844634|blah-blah-blah|2000-01-24,2023-01-01
person_55259|blah-blah-blah|2000-01-23,2022-01-01
person_638921|blah-blah-blah|2000-01-25,2024-01-01
person_903186|blah-blah-blah|2000-01-23,2022-01-01
person_709713|blah-blah-blah|2000-01-24,2023-01-01
person_567631|blah-blah-blah|2000-01-24,2023-01-01
person_320357|blah-blah-blah|2000-01-23,2022-01-01
person_569319|blah-blah-blah|2000-01-22,2021-01-01
person_225485|blah-blah-blah|2000-01-24,2023-01-01
person_139905|blah-blah-blah|2000-01-25,2024-01-01
person_880351|blah-blah-blah|2000-01-23,2022-01-01
person_404485|blah-blah-blah|2000-01-23,2022-01-01
person_626420|blah-blah-blah|2000-01-25,2024-01-01
person_607462|blah-blah-blah|2000-01-24,2023-01-01
person_55516|blah-blah-blah|2000-01-22,2021-01-01
person_24975|blah-blah-blah|2000-01-25,2024-01-01
person_64068|blah-blah-blah|2000-01-24,2023-01-01
person_404796|blah-blah-blah|2000-01-23,2022-01-01
person_716910|blah-blah-blah|2000-01-24,2023-01-01
person_360557|blah-blah-blah|2000-01-25,2024-01-01
