name,date
person_310638|blah-blah-blah|2000-01-14,2013-01-01
person_714500|blah-blah-blah|2000-01-11,2010-01-01
person_127417|blah-blah-blah|2000-01-08,2007-01-01
person_495670|blah-blah-blah|2000-01-08,2007-01-01
person_769021|blah-blah-blah|2000-01-11,2010-01-01
person_179361|blah-blah-blah|2000-01-08,2007-01-01
person_442504|blah-blah-blah|2000-01-09,2008-01-01
person_999268|blah-blah-blah|2000-01-13,2012-01-01
person_121096|blah-blah-blah|2000-01-10,2009-01-01
person_219364|blah-blah-blah|2000-01-13,2012-01-01
person_546131|blah-blah-blah|2000-01-12,2011-01-01
person_997363|blah-blah-blah|2000-01-13,2012-01-01
person_558202|blah-blah-blah|2000-01-16,2015-01-01
person_916246|blah-blah-blah|2000-01-13,2012-01-01
person_814018|blah-blah-blah|2000-01-14,2013-01-01
person_633947|blah-blah-blah|2000-01-22,2021-01-01
person_487554|blah-blah-blah|2000-01-17,2016-01-01
person_825905|blah-blah-blah|2000-01-15,2014-01-01
person_756215|blah-blah-blah|2000-01-18,2017-01-01
person_738986|blah-blah-blah|2000-01-21,2020-01-01
person_712889|blah-blah-blah|2000-01-20,2019-01-01
person_24454|blah-blah-blah|2000-01-17,2016-01-01
person_141650|blah-blah-blah|2000-01-17,2016-01-01
person_52973|blah-blah-blah|2000-01-19,2018-01-01
person_706482|blah-blah-blah|2000-01-19,2018-01-01
person_692288|blah-blah-blah|2000-01-23,2022-01-01
person_217244|blah-blah-blah|2000-01-18,2017-01-01
person_938137|blah-blah-blah|2000-01-22,2021-01-01
person_392648|blah-blah-blah|2000-01-18,2017-01-01
person_787329|blah-blah-blah|2000-01-16,2015-01-01
person_136780|blah-blah-blah|2000-01-21,2020-01-01
person_446722|blah-blah-blah|2000-01-21,2020-01-01
person_430687|blah-blah-blah|2000-01-19,2018-01-01
person_173679|blah-blah-blah|2000-01-23,2022-01-01
person_291229|blah-blah-blah|2000-01-18,2017-01-01
person_319839|blah-blah-blah|2000-01-20,2019-01-01
person_728140|blah-blah-blah|2000-01-21,2020-01-01
person_852172|blah-blah-blah|2000-01-24,2023-01-01
person_930915|blah-blah-blah|2000-01-18,2017-01-01
person_388402|blah-blah-blah|2000-01-20,2019-01-01
person_711022|blah-blah-blah|2000-01-20,2019-01-01
person_840975|blah-blah-blah|2000-01-24,2023-01-01
person_7783|blah-blah-blah|2000-01-24,2023-01-01
person_797433|blah-blah-blah|2000-01-21,2020-01-01
person_651497|blah-blah-blah|2000-01-24,2023-01-01
person_90862|blah-blah-blah|2000-01-23,2022-01-01
person_212732|blah-blah-blah|2000-01-25,2024-01-01
person_934978|blah-blah-blah|2000-01-22,2021-01-01
person_992226|blah-blah-blah|2000-01-25,2024-01-01
person_395716|blah-blah-blah|2000-01-23,2022-01-01
